Protein IDs,Protein Names,Gene Names,Protein Descriptions,Uniprot,Uniprot Name,"Peptides 
sequenced",PEP,"miR-34 
seeds","miR-34a and ca
*strand seeds","miR-34c and ac
*strand seeds","Ratio H/M 
Count
miR-34a","Ratio H/M 
Count
miR-34a
Replicate1","Ratio H/M 
Count
miR-34a
Replicate2","Ratio H/M 
Count
miR-34c","Ratio H/M 
Count
miR-34c
Replicate1","Ratio H/M 
Count
miR-34ac","Ratio H/M 
Count
miR-34ca","Ratio H/M 
Normalized
miR-34a","Ratio H/M 
Normalized
miR-34a
Replicate1","Ratio H/M 
Normalized
miR-34a
Replicate2","Ratio H/M 
Normalized
miR-34c","Ratio H/M 
Normalized
miR-34c
Replicate1","Ratio H/M 
Normalized
miR-34ac","Ratio H/M 
Normalized
miR-34ca","Log2 Ratio H/M
Normalized
miR-34a","Log2 Ratio H/M
Normalized
miR-34a
Replicate1","Log2 Ratio H/M
Normalized
miR-34a
Replicate2","Log2 Ratio H/M
Normalized
miR-34c","Log2 Ratio H/M
Normalized
miR-34c
Replicate1","Log2 Ratio H/M
Normalized
miR-34ac","Log2 Ratio H/M
Normalized
miR-34ca"
IPI:IPI00887759.1,,,similar to hCG1640714,,,7,8.57E-87,NA,NA,NA,0,0,0,3,0,0,0,NA,NA,NA,1.0585,NA,NA,NA,NA,NA,NA,-0.082021269,NA,NA,NA
IPI:IPI00888731.1,,,similar to CG14980,,,3,5.03E-08,NA,NA,NA,0,0,0,2,0,0,0,NA,NA,NA,0.88133,NA,NA,NA,NA,NA,NA,0.18224578,NA,NA,NA
IPI:IPI00889514.1;IPI:IPI00742147.3;IPI:IPI00889691.1;IPI:IPI00386045.1,HEAT repeat-containing protein 7A,HEATR7A;KIAA1833,Isoform 1 of HEAT repeat-containing protein 7A;hypothetical protein LOC377711 isoform 5;Isoform 2 of HEAT repeat-containing protein 7A,Q8NDA8-1;Q8NDA8;B4DIR5;Q96AG6;Q8NDA8-2,HTR7A_HUMAN,5,1.27E-14,0,0,0,2,1,0,0,0,0,0,0.31762,NA,NA,NA,NA,NA,NA,1.654626335,NA,NA,NA,NA,NA,NA
IPI:IPI00889541.2;IPI:IPI00940000.1;IPI:IPI00651677.1;IPI:IPI00023785.7;IPI:IPI00651653.1;IPI:IPI00941799.1;IPI:IPI00879638.2;IPI:IPI00847768.1,Probable ATP-dependent RNA helicase DDX17;DEAD box protein 17;RNA-dependent helicase p72;DEAD box protein p72;DEAD box polypeptide 17 isoform p82 variant;DEAD (Asp-Glu-Ala-Asp) box polypeptide 17,DDX17;RP3-434P1.4-009;RP3-434P1.4-005,Isoform 4 of Probable ATP-dependent RNA helicase DDX17;DEAD box polypeptide 17 isoform 3;Isoform 2 of Probable ATP-dependent RNA helicase DDX17;Isoform 1 of Probable ATP-dependent RNA helicase DDX17;Isoform 3 of Probable ATP-dependent RNA helicase DDX17;DE,Q92841-4;Q92841;Q59F66;Q92841-2;Q92841-1;Q92841-3;B1AHM0;B1AHM1;B1AHM2;B4DZQ7,DDX17_HUMAN;Q59F66_HUMAN;B1AHM1_HUMAN;B1AHM2_HUMAN,60,0,1,1,0,76,85,36,20,37,56,125,1.1683,0.96921,1.0859,1.3081,1.0809,1.2683,0.99866,-0.224410782,0.045118805,-0.118891252,-0.387472834,-0.112233058,-0.342896037,0.001934508
IPI:IPI00889594.1;IPI:IPI00921426.1;IPI:IPI00939408.1;IPI:IPI00000514.5;IPI:IPI00940817.1;IPI:IPI00736384.3,Ankyrin repeat domain-containing protein 30B;Serologically defined breast cancer antigen NY-BR-1.1,ANKRD30B,Isoform 1 of Ankyrin repeat domain-containing protein 30B;Isoform 3 of Ankyrin repeat domain-containing protein 30B;96 kDa protein;Similar to Ankyrin repeat domain-containing protein 30B;72 kDa protein,Q9BXX2-1;Q9BXX2;Q9BXX2-3;Q9BXX2-2,AN30B_HUMAN,8,1.09E-08,0,0,0,2,0,0,0,0,1,0,1.1343,NA,NA,NA,NA,NA,NA,-0.181802255,NA,NA,NA,NA,NA,NA
IPI:IPI00889734.1;IPI:IPI00296957.5;IPI:IPI00152982.3;IPI:IPI00852901.1;IPI:IPI00884106.1;IPI:IPI00853595.1;IPI:IPI00853184.1,"Tetratricopeptide repeat domain 12, isoform CRA_a;Tetratricopeptide repeat protein 12 variant 1;Tetratricopeptide repeat protein 12;Putative uncharacterized protein TTC12",TTC12;hCG_2043014,Tetratricopeptide repeat protein 12 variant 1;Isoform 2 of Tetratricopeptide repeat protein 12;Isoform 1 of Tetratricopeptide repeat protein 12;Putative uncharacterized protein TTC12,B0YJB4;Q9H892-2;Q9H892;Q9H892-1;A8K8G6;Q53G14;A8MTE9,B0YJB4_HUMAN;TTC12_HUMAN;A8MTE9_HUMAN,9,8.75E-08,0,0,0,4,2,2,0,0,1,4,0.9247,0.97056,1.231,NA,NA,NA,0.66692,0.112942706,0.043110692,-0.299830762,NA,NA,NA,0.584414381
IPI:IPI00889777.1;IPI:IPI00307334.3;IPI:IPI00221302.1;IPI:IPI00221303.1,"5-methyltetrahydrofolate-homocysteine methyltransferase reductase;Methionine synthase reductase, mitochondrial",MTRR,"methionine synthase reductase isoform 1;Isoform A of Methionine synthase reductase, mitochondrial;Isoform B of Methionine synthase reductase, mitochondrial",Q7Z4M8;Q9UBK8-1;Q9UBK8;Q9UBK8-2,Q7Z4M8_HUMAN;MTRR_HUMAN,26,0,0,0,0,39,16,12,10,5,4,18,0.86182,0.91389,0.86819,0.84636,0.90478,0.95933,0.89179,0.214541516,0.129907569,0.203917289,0.240656649,0.144361056,0.059900921,0.165224073
IPI:IPI00890837.1;IPI:IPI00465022.9;IPI:IPI00645162.3;IPI:IPI00644749.1;IPI:IPI00640126.1;IPI:IPI00293188.5;IPI:IPI00065348.2;IPI:IPI00910901.1,Structural maintenance of chromosomes flexible hinge domain-containing protein 1,SMCHD1;KIAA0650,Isoform 1 of Structural maintenance of chromosomes flexible hinge domain-containing protein 1;Isoform 2 of Structural maintenance of chromosomes flexible hinge domain-containing protein 1,A6NHR9-1;A6NHR9;A6NHR9-2,SMHD1_HUMAN,67,0,0,0,0,38,23,20,19,13,11,12,0.81515,0.73343,0.80825,0.94541,0.81847,0.84964,1.0384,0.294862533,0.447268816,0.307126493,0.08098797,0.288998557,0.235076407,-0.054362288
IPI:IPI00893315.1;IPI:IPI00893087.1,Putative uncharacterized protein CGI-59,CGI-59,9 kDa protein;Putative uncharacterized protein CGI-59,Q75M91,Q75M91_HUMAN,1,4.71E-21,NA,NA,NA,2,5,0,0,0,10,9,0.92235,0.70304,NA,NA,NA,1.4218,1.0059,0.116613787,0.50832132,NA,NA,NA,-0.50771854,-0.008486889
IPI:IPI00894053.1;IPI:IPI00893340.1,"cDNA FLJ59868, highly similar to Homo sapiens MTERF domain containing 2 (MTERFD2), mRNA",,"cDNA FLJ59868, highly similar to Homo sapiens MTERF domain containing 2 (MTERFD2), mRNA;22 kDa protein",B4DFP7,B4DFP7_HUMAN,3,2.36E-08,NA,NA,NA,0,3,0,0,0,0,0,NA,0.9976,NA,NA,NA,NA,NA,NA,0.00346663,NA,NA,NA,NA,NA
IPI:IPI00893476.1;IPI:IPI00409635.2;IPI:IPI00827920.1;IPI:IPI00827794.1;IPI:IPI00828170.1,Extended synaptotagmin-2;Chr2Syt;Protein FAM62B,FAM62B;ESYT2;KIAA1228,98 kDa protein;Isoform 2 of Extended synaptotagmin-2;Isoform 1 of Extended synaptotagmin-2;Isoform 4 of Extended synaptotagmin-2,A0FGR8-2;A0FGR8;A0FGR8-1;A0FGR8-4,ESYT2_HUMAN,34,0,0,2,0,24,9,1,26,3,1,9,2.0503,1.6263,NA,1.2667,1.0986,NA,1.2381,-1.03583502,-0.701593413,NA,-0.341074883,-0.135666197,NA,-0.308127844
IPI:IPI00893491.2;IPI:IPI00160369.5,Protein interacting with PRKCA 1;PRKCA-binding protein;Protein kinase C-alpha-binding protein;Protein interacting with C kinase 1,PICK1;RP5-1039K5.11-005;PRKCABP,"Protein interacting with PRKCA 1, isoform CRA_b;PRKCA-binding protein",B0QYL3;B3KS52;B4DSC9;Q9NRD5;B3KM22;Q53HE0,B0QYL3_HUMAN;PICK1_HUMAN,6,8.24E-07,1,0,0,2,0,0,0,0,0,3,0.94223,NA,NA,NA,NA,NA,0.69193,0.085848828,NA,NA,NA,NA,NA,0.531302002
IPI:IPI00893541.1,,,14 kDa protein,,,12,8.61E-286,NA,NA,NA,3,11,4,5,6,14,11,1.0954,0.89414,0.96136,1.0354,0.97968,0.94185,0.94894,-0.131457785,0.161427356,0.056851317,-0.050188223,0.029617507,0.086430782,0.075611224
IPI:IPI00893779.1;IPI:IPI00169267.3;IPI:IPI00007183.10;IPI:IPI00845387.1;IPI:IPI00894553.1;IPI:IPI00917944.1;IPI:IPI00917688.1;IPI:IPI00916674.1,"cDNA FLJ51152, highly similar to Homo sapiens ADP-ribosylation factor-like 6 interacting protein 2 (ARL6IP2), mRNA;Putative uncharacterized protein ATL2;Atlastin-2;ADP-ribosylation factor-like protein 6-interacting protein 2",ATL2;ARL6IP2,Putative uncharacterized protein ATL2;Isoform 1 of Atlastin-2;Isoform 2 of Atlastin-2;Isoform 3 of Atlastin-2;Putative uncharacterized protein ATL2;20 kDa protein,B7WP67;B7Z8V5;Q8NHH9-1;Q8NHH9;Q8NHH9-2;B7Z1X2;B7Z2H0;Q8NHH9-3;B7ZA64;B5MCN0,B7WP67_HUMAN;ATLA2_HUMAN;B5MCN0_HUMAN,14,2.28E-198,1,0,0,9,3,5,6,4,2,0,0.97182,0.94004,0.96799,0.81742,0.7828,0.95637,NA,0.041238972,0.089205948,0.046935951,0.290850552,0.353284339,0.064359219,NA
IPI:IPI00894287.2,"cDNA FLJ56889, moderately similar to Vigilin",HDLBP,"cDNA FLJ56889, moderately similar to Vigilin",B4DTQ2;Q2HJC8;Q96CF6,B4DTQ2_HUMAN,82,0,NA,NA,NA,2,3,2,0,1,0,0,1.1635,0.85244,1.0952,NA,NA,NA,NA,-0.218471211,0.230329803,-0.131194352,NA,NA,NA,NA
IPI:IPI00433491.2;IPI:IPI00102329.4;IPI:IPI00876868.1;IPI:IPI00894292.1;IPI:IPI00386016.1,"Zinc transporter 6;Solute carrier family 30 member 6;cDNA FLJ39353 fis, clone PEBLM2002432, highly similar to Homo sapiens solute carrier family 30 (zinc transporter), member 6 (SLC30A6), mRNA;Solute carrier family 30 (Zinc transporter), member 6, isoform CRA_c;cDNA FLJ45816 fis, clone NT2RP7019682, highly similar to Homo sapiens solute carrier family 30 (zinc transporter), member 6 (SLC30A6), mRNA",SLC30A6;ZNT6;hCG_23082,"Isoform 2 of Zinc transporter 6;Isoform 1 of Zinc transporter 6;Isoform 3 of Zinc transporter 6;Solute carrier family 30 (Zinc transporter), member 6, isoform CRA_b",Q6NXT4-2;Q6NXT4;Q6NXT4-1;B7Z901;Q6NXT4-3;B3KU87;B5MCR8,ZNT6_HUMAN;B3KU87_HUMAN,3,1.97E-07,0,1,0,0,0,0,3,0,0,0,NA,NA,NA,0.98519,NA,NA,NA,NA,NA,NA,0.021526111,NA,NA,NA
IPI:IPI00894544.2;IPI:IPI00936978.1;IPI:IPI00412647.8;IPI:IPI00900350.1;IPI:IPI00900266.2;IPI:IPI00894087.3;IPI:IPI00894197.1;IPI:IPI00892620.1;IPI:IPI00915395.1;IPI:IPI00893798.1;IPI:IPI00917435.1;IPI:IPI00640767.1;IPI:IPI00916442.1,"Thyroid adenoma-associated protein;Gene inducing thyroid adenomas protein;HCG16399, isoform CRA_c;Putative uncharacterized protein THADA",THADA;GITA;KIAA1767,220 kDa protein;Isoform 1 of Thyroid adenoma-associated protein;Putative uncharacterized protein THADA;Isoform 3 of Thyroid adenoma-associated protein;Isoform 2 of Thyroid adenoma-associated protein;Putative uncharacterized protein THADA;Isoform 5 of Thyro,Q6YHU6-1;Q6YHU6;B6ZDE2;Q6YHU6-3;Q6YHU6-2;B6ZDE5;Q6YHU6-5;B7WNS6,THADA_HUMAN;B6ZDE2_HUMAN;B6ZDE5_HUMAN,23,6.65E-160,0,0,0,10,0,0,5,1,0,0,0.80567,NA,NA,0.93976,NA,NA,NA,0.311739059,NA,NA,0.089635733,NA,NA,NA
IPI:IPI00895827.1,,,Similar to U3 small nucleolar RNA-associated protein 14 homolog A (Serologically defined colon cancer antigen 16) (Antigen NY-CO-16). Isoform 2,,,4,3.34E-42,NA,NA,NA,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,1.1037,NA,NA,NA,NA,NA,NA,-0.142348082,NA
IPI:IPI00895911.9;IPI:IPI00895852.1,Cellular nucleic acid binding protein alpha variant 1;Zinc finger protein 9 (A cellular retroviral nucleic acid binding protein);Cellular nucleic acid binding protein beta variant 1,CNBP;ZNF9,zinc finger protein 9 isoform 2;zinc finger protein 9 isoform 5,Q5U0E9;Q4JGY1,Q5U0E9_HUMAN;Q4JGY1_HUMAN,11,1.60E-286,0,2,0,2,0,0,0,0,0,0,1.0099,NA,NA,NA,NA,NA,NA,-0.014212445,NA,NA,NA,NA,NA,NA
IPI:IPI00896469.1;IPI:IPI00895892.1;IPI:IPI00914017.1;IPI:IPI00552237.1;IPI:IPI00641412.1,Proteasome assembly chaperone 4,PSMG4;C6orf86;PAC4,"proteasome (prosome, macropain) assembly chaperone 4 isoform a;Proteasome assembly chaperone 4;proteasome (prosome, macropain) assembly chaperone 4 isoform c",Q5JS54,PSMG4_HUMAN,6,0,0,0,0,7,0,0,6,3,7,12,0.89899,NA,NA,0.74422,0.75838,0.84147,1.0621,0.153623027,NA,NA,0.426198933,0.399007177,0.249016257,-0.086919607
IPI:IPI00873344.1;IPI:IPI00896474.2;IPI:IPI00619951.3;IPI:IPI00619958.3;IPI:IPI00941154.1;IPI:IPI00796527.1,"Tumor protein D52;Protein N8;cDNA FLJ52544, highly similar to Homo sapiens tumor protein D52 (TPD52), transcript variant 2, mRNA;Putative uncharacterized protein TPD52",TPD52,Isoform 3 of Tumor protein D52;Isoform 2 of Tumor protein D52;tumor protein D52 isoform 2;Isoform 1 of Tumor protein D52;Putative uncharacterized protein TPD52;12 kDa protein,P55327-3;P55327;P55327-2;B7Z342;P55327-1;A6NCF2,TPD52_HUMAN;B7Z342_HUMAN;A6NCF2_HUMAN,20,0,3,1,0,37,2,6,29,17,39,34,4.2675,0.67396,1.2767,1.6683,1.6014,1.98,1.6426,-2.093391153,0.569265126,-0.352419559,-0.738378743,-0.679333711,-0.98550043,-0.715981203
IPI:IPI00900293.1,Filamin B,FLNB,filamin B isoform 1,B2ZZ83,B2ZZ83_HUMAN,241,0,0,1,0,595,367,202,598,198,713,734,0.77994,1.0538,1.0205,0.87711,1.1265,1.1613,0.98697,0.358564952,-0.075601085,-0.029276182,0.18917031,-0.171847314,-0.215740713,0.018921862
IPI:IPI00900366.1;IPI:IPI00158296.5;IPI:IPI00376322.2;IPI:IPI00646740.1,Uncharacterized protein KIAA0564,KIAA0564,Isoform 1 of Uncharacterized protein KIAA0564;Isoform 3 of Uncharacterized protein KIAA0564;Isoform 2 of Uncharacterized protein KIAA0564,A3KMH1-1;A3KMH1;A3KMH1-3;A3KMH1-2;B3KT81,K0564_HUMAN,35,1.36E-198,0,0,0,8,3,4,9,0,1,0,0.89368,0.56134,0.80501,0.78847,NA,NA,NA,0.162169757,0.833053228,0.31292139,0.342872231,NA,NA,NA
IPI:IPI00902564.1;IPI:IPI00012462.1;IPI:IPI00845305.2;IPI:IPI00939283.1;IPI:IPI00795312.1,"Eukaryotic translation initiation factor 2A;65 kDa eukaryotic translation initiation factor 2A;cDNA FLJ57962, highly similar to Homo sapiens eukaryotic translation initiation factor (eIF) 2A (eIF2A), mRNA",EIF2A;CDA02;MSTP004;MSTP089,"Isoform 1 of Eukaryotic translation initiation factor 2A;Eukaryotic translation initiation factor 2A;cDNA FLJ57962, highly similar to Homo sapiens eukaryotic translation initiation factor (eIF) 2A (eIF2A), mRNA",Q9BY44-1;Q9BY44;B4DQ14;Q9BY44-2;B4DF96,EIF2A_HUMAN;B4DF96_HUMAN,32,0,1,1,0,52,40,10,22,14,8,27,0.91713,0.90912,0.9197,1.0096,0.85931,1.024,0.94301,0.12480185,0.137457358,0.120764754,-0.013783815,0.218749411,-0.034215715,0.084655025
IPI:IPI00902614.2;IPI:IPI00914628.2,Ubiquitin carboxyl-terminal hydrolase 24;Ubiquitin thioesterase 24;Ubiquitin-specific-processing protease 24;Deubiquitinating enzyme 24;Putative uncharacterized protein USP24,USP24;KIAA1057,Ubiquitin carboxyl-terminal hydrolase 24;ubiquitin specific protease 24,Q9UPU5;B7WPF4,UBP24_HUMAN;B7WPF4_HUMAN,61,0,1,1,1,39,15,16,42,6,10,8,1.0375,1.0457,1.144,0.77617,0.70952,0.82896,0.98649,-0.053111336,-0.064469017,-0.194087052,0.365555423,0.495084743,0.270625606,0.019623668
IPI:IPI00017367.6;IPI:IPI00903145.1;IPI:IPI00869155.1,"Radixin isoform b;Radixin isoform e;Radixin isoform f;Radixin, isoform CRA_a;Radixin",RDX;hCG_39182,"Radixin, isoform CRA_a;Radixin",A7YIJ8;A7YIK3;P35241;B0YJ88;B7Z2S7;B7Z9U6;Q05CU6;Q6PKD3;Q9NST9,A7YIJ8_HUMAN;RADI_HUMAN,64,0,1,2,0,71,63,34,19,19,37,57,3.7891,1.9987,2.6729,2.2638,1.2766,1.3429,1.8792,-1.921855215,-0.999061943,-1.418405864,-1.178746506,-0.352306553,-0.425351877,-0.910118618
IPI:IPI00828125.1;IPI:IPI00793691.3;IPI:IPI00743121.2;IPI:IPI00903175.1;IPI:IPI00910464.1;IPI:IPI00827746.1;IPI:IPI00940103.1;IPI:IPI00909249.1;IPI:IPI00910965.1;IPI:IPI00828176.1;IPI:IPI00916412.1;IPI:IPI00916439.1;IPI:IPI00852777.1;IPI:IPI00917450.1;IPI:IPI00917957.1;IPI:IPI00915805.1;IPI:IPI00916086.1,"Sphingomyelin phosphodiesterase 4;Neutral sphingomyelinase 3;Neutral sphingomyelinase III;cDNA FLJ59395, highly similar to Homo sapiens sphingomyelin phosphodiesterase 4, neutral membrane, transcript variant 1, mRNA;cDNA FLJ54527, highly similar to Homo sapiens sphingomyelin phosphodiesterase 4, neutral membrane, transcript variant 1, mRNA;cDNA FLJ59341, highly similar to Homo sapiens sphingomyelin phosphodiesterase 4, neutral membrane, transcript variant 1, mRNA;cDNA FLJ53156, highly similar to Homo sapiens sphingomyelin phosphodiesterase 4, neutral membrane, transcript variant 2, mRNA",SMPD4;KIAA1418;FLJ20297;hCG_1992407,"Isoform 4 of Sphingomyelin phosphodiesterase 4;sphingomyelin phosphodiesterase 4 isoform 2;sphingomyelin phosphodiesterase 4 isoform 1;Isoform 2 of Sphingomyelin phosphodiesterase 4;cDNA FLJ59395, highly similar to Homo sapiens sphingomyelin phosphodiester",Q9NXE4-4;Q9NXE4;B4E0L6;Q9NXE4-1;B1PBA3;Q9NXE4-2;B4DRB8;Q9NXE4-3;B4E0T5;B4DM23;B4DWK7;B4DQ31;Q9NXE4-5,NSMA3_HUMAN;B4DRB8_HUMAN;B4E0T5_HUMAN;B4DM23_HUMAN;B4DQ31_HUMAN,30,0,1,1,0,16,2,5,7,2,2,11,1.0348,0.21114,0.99689,0.76727,0.96988,0.87178,1.0434,-0.049351959,2.243728175,0.004493773,0.382193748,0.044121836,0.197963989,-0.061292338
IPI:IPI00903320.1,"cDNA FLJ36571 fis, clone TRACH2012242, highly similar to Myoferlin",,"cDNA FLJ36571 fis, clone TRACH2012242, highly similar to Myoferlin",B3KSL7,B3KSL7_HUMAN,19,1.23E-250,NA,NA,NA,2,1,0,1,0,0,1,1.0614,NA,NA,NA,NA,NA,NA,-0.085968454,NA,NA,NA,NA,NA,NA
IPI:IPI00908313.1,"cDNA FLJ60581, highly similar to Rho/Rac guanine nucleotide exchange factor 2",,"cDNA FLJ60581, highly similar to Rho/Rac guanine nucleotide exchange factor 2",B4DJ49,B4DJ49_HUMAN,18,1.78E-153,NA,NA,NA,2,1,0,1,0,0,0,1.0957,NA,NA,NA,NA,NA,NA,-0.131852846,NA,NA,NA,NA,NA,NA
IPI:IPI00908331.1,"cDNA FLJ60055, highly similar to Rattus norvegicus Ssu72 RNA polymerase II CTD phosphatase homolog, mRNA",,"cDNA FLJ60055, highly similar to Rattus norvegicus Ssu72 RNA polymerase II CTD phosphatase homolog, mRNA",B4DMK6,B4DMK6_HUMAN,10,6.04E-95,NA,NA,NA,7,1,0,2,7,0,1,1.4778,NA,NA,0.93588,1.2176,NA,NA,-0.563451034,NA,NA,0.095604538,-0.284040264,NA,NA
IPI:IPI00908375.1,"cDNA FLJ52821, highly similar to Protein transport protein Sec23A",,"cDNA FLJ52821, highly similar to Protein transport protein Sec23A",B4E0Q9,B4E0Q9_HUMAN,23,0,NA,NA,NA,2,0,0,0,0,0,0,2.013,NA,NA,NA,NA,NA,NA,-1.009347172,NA,NA,NA,NA,NA,NA
IPI:IPI00908416.1;IPI:IPI00027485.3;IPI:IPI00873680.2;IPI:IPI00788723.1;IPI:IPI00852709.1,Eukaryotic translation initiation factor 4E;mRNA cap-binding protein;eIF-4F 25 kDa subunit;Putative uncharacterized protein EIF4E,EIF4E;EIF4EL1;EIF4F,eukaryotic translation initiation factor 4E isoform 2;Eukaryotic translation initiation factor 4E;eukaryotic translation initiation factor 4E isoform 3;similar to hCG1777996,P06730;B7Z2T1;A8MX72;B7Z6V1;Q32Q75,IF4E_HUMAN;A8MX72_HUMAN,15,2.72E-91,0,1,1,14,3,1,20,6,7,16,0.97322,0.60682,NA,1.2978,1.2478,0.98963,1.1128,0.039162126,0.720659459,NA,-0.376068071,-0.319386715,0.01503886,-0.154194325
IPI:IPI00908424.1,,,cell division cycle 2 isoform 3,,,30,0,NA,NA,NA,50,60,14,47,44,61,71,1.1342,1.1124,1.1745,0.97355,0.96458,1.0208,1.1345,-0.181675061,-0.15367565,-0.232046713,0.038673019,0.052027198,-0.029700234,-0.182056609
IPI:IPI00908469.1,"cDNA FLJ52712, highly similar to Tubulin beta-6 chain",,"cDNA FLJ52712, highly similar to Tubulin beta-6 chain",B4DP54;B4E386,B4DP54_HUMAN,33,0,NA,NA,NA,37,47,20,47,13,30,45,1.083,1.0521,1.0581,1.0592,1.0394,0.94017,0.9251,-0.115033243,-0.073271836,-0.081475982,-0.082975027,-0.055750964,0.089006449,0.112318771
IPI:IPI00908725.1;IPI:IPI00328929.3;IPI:IPI00293312.6;IPI:IPI00910847.1;IPI:IPI00384762.1;IPI:IPI00642285.1;IPI:IPI00886994.2;IPI:IPI00942525.1;IPI:IPI00941849.1;IPI:IPI00943014.1;IPI:IPI00739061.2;IPI:IPI00940390.1,"cDNA FLJ61387, highly similar to Homo sapiens conserved nuclear protein NHN1 (NHN1), mRNA;Zinc finger CCCH domain-containing protein 18;Nuclear protein NHN1",ZC3H18;NHN1,"cDNA FLJ61387, highly similar to Homo sapiens conserved nuclear protein NHN1 (NHN1), mRNA;Isoform 1 of Zinc finger CCCH domain-containing protein 18;Isoform 2 of Zinc finger CCCH domain-containing protein 18",B4DTK7;Q86VM9-1;Q86VM9;Q86VM9-2,B4DTK7_HUMAN;ZCH18_HUMAN,14,1.56E-150,0,0,0,14,4,1,0,0,1,0,0.96536,1.1418,NA,NA,NA,NA,NA,0.050861045,-0.191309967,NA,NA,NA,NA,NA
IPI:IPI00908749.1;IPI:IPI00877054.1,"cDNA FLJ60669, highly similar to Acyl-coenzyme A thioesterase 8 (EC 3.1.2.2);cDNA FLJ32106 fis, clone OCBBF2001408, highly similar to H.sapiens thioesterase II;cDNA FLJ78565",,"cDNA FLJ60669, highly similar to Acyl-coenzyme A thioesterase 8;cDNA FLJ78565",B4DLF4;A8K8X9,B4DLF4_HUMAN;A8K8X9_HUMAN,10,6.16E-262,NA,NA,NA,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,0.32805,NA,NA,NA,NA,NA,NA,1.608012374
IPI:IPI00908873.1,Nucleolar phosphoprotein p130;Nucleolar 130 kDa protein;140 kDa nucleolar phosphoprotein;Nucleolar and coiled-body phosphoprotein 1;HCV NS5A trans-regulated protein 13,NOLC1;KIAA0035,Isoform 3 of Nucleolar phosphoprotein p130,Q14978-3;Q14978,NOLC1_HUMAN,25,7.44E-185,NA,NA,NA,2,0,1,1,0,2,1,1.2796,NA,NA,NA,NA,0.88378,NA,-0.355692898,NA,NA,NA,NA,0.178240812,NA
IPI:IPI00909083.1;IPI:IPI00910513.1;IPI:IPI00218829.9,"GSPT1 protein;cDNA FLJ78119, highly similar to Homo sapiens G1 to S phase transition 1 (GSPT1), mRNA;Eukaryotic peptide chain release factor GTP-binding subunit ERF3A;G1 to S phase transition protein 1 homolog",GSPT1;ERF3A,G1 to S phase transition 1 isoform 2;G1 to S phase transition 1 isoform 1;Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,Q96GF2;A8K2W7;B2RCT6;P15170;Q7KZX8,Q96GF2_HUMAN;A8K2W7_HUMAN;ERF3A_HUMAN,55,0,0,3,1,105,88,58,60,28,100,127,0.92592,0.91262,0.95545,0.96143,1.0437,0.9887,0.96574,0.111040546,0.131913824,0.065747718,0.056746274,-0.061707085,0.016395263,0.050293261
IPI:IPI00909112.1;IPI:IPI00026817.3;IPI:IPI00921827.1,"cDNA FLJ59570, highly similar to Protein farnesyltransferase subunit beta (EC 2.5.1.58);Protein farnesyltransferase subunit beta;CAAX farnesyltransferase subunit beta;Ras proteins prenyltransferase subunit beta",FNTB,"cDNA FLJ59570, highly similar to Protein farnesyltransferase subunit beta;Protein farnesyltransferase subunit beta",B4DL54;P49356;B2RDX6;B3KSC2;B4DJ86;B4E1A0;Q86TX8,B4DL54_HUMAN;FNTB_HUMAN,9,1.55E-80,0,2,0,6,0,0,2,0,0,3,0.78838,NA,NA,0.8189,NA,NA,0.92737,0.343036917,NA,NA,0.288240807,NA,NA,0.108783038
IPI:IPI00909113.1;IPI:IPI00940679.1;IPI:IPI00384805.3;IPI:IPI00165272.5;IPI:IPI00032931.2;IPI:IPI00795215.1;IPI:IPI00792739.1;IPI:IPI00794165.1,"cDNA FLJ56404, highly similar to Peroxisomal targeting signal 1 receptor;cDNA FLJ52372, highly similar to Peroxisomal targeting signal 1 receptor;Peroxisomal targeting signal 1 receptor;Peroxisome receptor 1;Peroxisomal C-terminal targeting signal import receptor;PTS1-BP;Peroxin-5",PEX5;PXR1,"cDNA FLJ56404, highly similar to Peroxisomal targeting signal 1 receptor;peroxisomal biogenesis factor 5 isoform a;Isoform 1 of Peroxisomal targeting signal 1 receptor;Isoform 3 of Peroxisomal targeting signal 1 receptor;Isoform 2 of Peroxisomal targeting ",B4E0T2;B4DZ45;P50542-1;P50542;Q13335;P50542-3;P50542-2;B4DR50;B4DS19;B4DWW0;B7ZAD5,B4E0T2_HUMAN;B4DZ45_HUMAN;PEX5_HUMAN,13,5.03E-70,0,0,2,9,2,0,3,0,0,1,0.80269,0.83892,NA,1.2172,NA,NA,NA,0.31708517,0.253394854,NA,-0.283566239,NA,NA,NA
IPI:IPI00909232.1;IPI:IPI00911096.1,"cDNA FLJ53542, highly similar to Heterogeneous nuclear ribonucleoproteins C",,"cDNA FLJ53542, highly similar to Heterogeneous nuclear ribonucleoproteins C",B4DY08,B4DY08_HUMAN,36,0,NA,NA,NA,28,75,33,33,58,53,62,1.2379,0.91266,0.93769,1.9102,0.82689,0.92824,0.95271,-0.307894776,0.131850592,0.092817048,-0.933723698,0.274232672,0.107430227,0.069890963
